 QueryID,TargetID,Identity,Coverage,QueryLength,MisMatch,Gaps,Evalue,BitScore,HomologyScore
PF3D7_1135900,sp|Q9NZ01|TECR_HUMAN,36.735,294,296,171,6,2.04E-56,185,3648.679054
PF3D7_1136000,sp|Q8N9W4|GG6L2_HUMAN,26.244,221,3468,131,9,1.88E-10,68.2,167.2411765
PF3D7_1136300,sp|Q7KZF4|SND1_HUMAN,24.414,512,1098,313,19,9.09E-31,132,1138.430601
PF3D7_1136500,sp|P48730|KC1D_HUMAN,68.601,293,323,92,0,4.71E-161,456,6222.939009
PF3D7_1136800,sp|Q9NXW2|DJB12_HUMAN,26.959,319,369,203,7,3.40E-30,119,2330.601897
PF3D7_1136900,sp|P29120|NEC1_HUMAN,26.791,321,1341,191,14,1.69E-09,63.5,641.3058166
PF3D7_1137100,sp|P82933|RT09_HUMAN,33.077,130,300,78,4,1.19E-09,59.7,1433.336667
PF3D7_1137300,sp|O96005|CLPT1_HUMAN,46.899,258,689,130,2,1.16E-74,254,1756.159942
PF3D7_1137400,tr|H0Y6K7|H0Y6K7_HUMAN,27.941,340,425,217,12,8.34E-33,128,2235.28
PF3D7_1137500,sp|O60783|RT14_HUMAN,30.579,121,172,81,2,1.28E-10,57,2151.197093
PF3D7_1138100,sp|Q9BTM9|URM1_HUMAN,29.508,122,126,59,2,7.39E-16,68.6,2857.12381
PF3D7_1138400,tr|H7C4W6|H7C4W6_HUMAN,30.47,489,4226,322,8,1.16E-60,230,352.5752485
PF3D7_1138500,sp|O15355|PPM1G_HUMAN,52.174,138,924,65,1,6.95E-36,144,779.2220779
PF3D7_1138600,sp|Q8WYA6|CTBL1_HUMAN,27.216,485,527,325,14,1.39E-41,158,2504.698292
PF3D7_1138800,sp|Q15542|TAF5_HUMAN,26.586,331,1920,218,10,3.92E-21,102,458.3315625
PF3D7_1139100,tr|K7ELT6|K7ELT6_HUMAN,41.538,65,1791,37,1,1.5E-09,58.9,150.7520938
PF3D7_1139500,sp|Q15645|PCH2_HUMAN,44.828,348,645,151,5,8.08E-90,286,2418.626977
PF3D7_1139700,sp|P22570|ADRO_HUMAN,26.078,487,505,315,13,1.99E-57,199,2514.848713
PF3D7_1139900,sp|Q9Y3B6|EMC9_HUMAN,22.886,201,198,141,6,2.03E-12,64.3,2323.275758
PF3D7_1140100,sp|Q16864|VATF_HUMAN,45.872,109,128,59,0,8.73E-31,107,3906.2875
PF3D7_1140300,tr|J3QKK3|J3QKK3_HUMAN,22.424,165,361,123,4,0.0000719,45.4,1024.919668
PF3D7_1140500,sp|Q13459|MYO9B_HUMAN,24.357,583,1738,348,18,6.66E-31,134,817.0386076
PF3D7_1140700,sp|Q9H320|VCX1_HUMAN,27.835,97,2275,70,0,0.0000149,49.3,118.6810989
PF3D7_1141400,sp|Q14442|PIGH_HUMAN,29.524,105,353,66,2,0.00000375,48.1,878.1926346
PF3D7_1141600,sp|O60762|DPM1_HUMAN,53.879,232,259,107,0,1.22E-89,266,4826.227027
PF3D7_1141700,sp|Q8N6M0|OTU6B_HUMAN,33.333,111,313,69,3,1.78E-10,61.6,1182.096805
PF3D7_1141800,tr|Q5TH12|Q5TH12_HUMAN,31.646,79,394,49,2,2.64E-09,57,634.5263959
PF3D7_1142100,tr|A0A6I8PR89|A0A6I8PR89_HUMAN,28.834,163,2738,101,2,5.71E-09,62.4,171.6560263
PF3D7_1142400,sp|P36551|HEM6_HUMAN,27.753,454,470,174,8,4.39E-53,186,2680.821702
PF3D7_1142600,sp|P18077|RL35A_HUMAN,45.794,107,140,53,1,9.25E-30,104,3499.97
PF3D7_1142700,sp|Q96G04|EF2KT_HUMAN,21.925,187,615,114,8,0.00000312,50.8,666.6626016
PF3D7_1143000,sp|Q8NFV4|ABHDB_HUMAN,27.737,274,382,171,8,2.20E-31,122,1989.512565
PF3D7_1143200,sp|Q9H1X3|DJC25_HUMAN,23.028,317,321,216,6,5.47E-19,87.4,2274.104673
PF3D7_1143300,sp|O15160|RPAC1_HUMAN,34.535,333,333,198,8,7.92E-58,191,3453.5
PF3D7_1143400,sp|P47813|IF1AX_HUMAN,77.099,131,155,30,0,3.97E-71,211,6516.109032
PF3D7_1143500,sp|Q5GLZ8|HERC4_HUMAN,23.649,148,878,95,3,0.00000342,52,398.63918
PF3D7_1143800,sp|Q6IQ20|NAPEP_HUMAN,35.174,344,899,162,12,3.25E-49,180,1345.923915
PF3D7_1143900,tr|A0A7P0T9R3|A0A7P0T9R3_HUMAN,27.005,374,391,209,13,2.06E-29,117,2583.086957
PF3D7_1144000,sp|P63220|RS21_HUMAN,46.25,80,82,42,1,4.48E-20,77,4512.195122
PF3D7_1144100,tr|H0YDP7|H0YDP7_HUMAN,32.184,87,123,50,3,0.0000145,42.4,2276.429268
PF3D7_1144500,sp|Q9UBE0|SAE1_HUMAN,24.929,353,338,203,11,1.87E-30,119,2603.531657
PF3D7_1144900,sp|P20340|RAB6A_HUMAN,68.306,183,207,57,1,1.82E-91,267,6038.646377
PF3D7_1145100,sp|Q9Y678|COPG1_HUMAN,28.155,721,1068,412,16,1.72E-82,288,1900.726124
PF3D7_1145200,sp|Q9UQB9|AURKC_HUMAN,29.431,299,2015,186,9,3.59E-21,97.4,436.7180645
PF3D7_1145300,sp|Q9P021|CRIPT_HUMAN,34.951,103,87,49,4,1.7E-09,50.8,4137.877011
PF3D7_1145400,sp|O00429|DNM1L_HUMAN,32.49,751,837,427,18,3.17E-106,344,2915.172043
PF3D7_1145500,sp|Q9NP78|ABCB9_HUMAN,32.273,220,833,145,2,4.47E-34,141,852.3481393
PF3D7_1145600,sp|Q6PI78|TMM65_HUMAN,46.018,113,629,61,0,1.12E-27,112,826.7144674
PF3D7_1145700,sp|Q7L2J0|MEPCE_HUMAN,21.514,251,384,147,6,1.92E-10,63.5,1406.253646
PF3D7_1146000,sp|Q9NVX2|NLE1_HUMAN,28.752,633,645,283,14,1.14E-81,267,2821.707907
PF3D7_1146500,tr|A0A2R8YEJ5|A0A2R8YEJ5_HUMAN,28.384,229,317,130,6,1.15E-11,66.6,2050.452997
PF3D7_1146600,sp|P25208|NFYB_HUMAN,60,85,1301,34,0,5.77E-34,130,392.0061491
PF3D7_1146700,sp|Q86VH2|KIF27_HUMAN,31.105,344,802,179,10,1.22E-39,159,1334.179551
PF3D7_1146900,sp|Q96EC8|YIPF6_HUMAN,28.571,168,185,110,3,1.58E-20,86.3,2594.555676
PF3D7_1147100,sp|Q8WW35|DYT2B_HUMAN,21.111,90,102,71,0,0.000000002,52.4,1862.735294
PF3D7_1147200,sp|Q8NHH1|TTL11_HUMAN,27.877,391,2755,250,13,5.42E-36,149,395.6409074
PF3D7_1147500,sp|P49356|FNTB_HUMAN,34.891,321,923,167,9,3.86E-50,184,1213.435645
PF3D7_1147700,sp|P30049|ATPD_HUMAN,22.917,96,154,68,1,0.0000135,43.9,1428.592208
PF3D7_1147800,tr|F8WB16|F8WB16_HUMAN,29.348,184,2055,113,5,3.22E-09,63.2,262.7752798
PF3D7_1148000,sp|Q9UKI8|TLK1_HUMAN,34.63,257,1429,153,7,3.47E-25,114,622.8068579
PF3D7_1149000,sp|Q96JE9|MAP6_HUMAN,26.132,287,6093,172,12,6.07E-10,67.4,123.090169
PF3D7_1149200,sp|P31689|DNJA1_HUMAN,50,74,1090,35,2,7.07E-11,66.6,339.4495413
PF3D7_1149600,tr|F8WF76|F8WF76_HUMAN,51.351,74,714,33,1,1.35E-17,80.1,532.2092437
PF3D7_1200700,sp|Q9ULC5|ACSL5_HUMAN,25.323,620,926,381,17,7.00E-46,177,1695.492441
PF3D7_1201000,sp|Q4G0P3|HYDIN_HUMAN,27.513,189,653,123,7,0.00000354,51.6,796.3180704
PF3D7_1201100,tr|F8WF76|F8WF76_HUMAN,45.714,70,900,35,1,6.56E-12,64.3,355.5533333
PF3D7_1201500,sp|Q9HCN4|GPN1_HUMAN,52.101,238,497,113,1,9.87E-94,290,2494.977465
PF3D7_1201600,tr|G3V2Z5|G3V2Z5_HUMAN,36.082,194,347,115,5,1.66E-25,103,2017.264553
PF3D7_1201800,sp|Q49B96|COX19_HUMAN,49.231,65,218,33,0,2.50E-16,72.4,1467.896789
PF3D7_1202000,sp|Q9NR30|DDX21_HUMAN,30.387,181,880,124,2,1.84E-21,101,625.0053409
PF3D7_1202100,sp|Q96FZ2|HMCES_HUMAN,30.108,93,401,58,3,8.22E-09,57.8,698.2653367
PF3D7_1202200,sp|Q00325|S25A3_HUMAN,48.571,280,324,138,4,3.10E-83,256,4197.493827
PF3D7_1202300,tr|A0A669KB38|A0A669KB38_HUMAN,20.165,1939,5718,1333,54,7.71E-74,279,683.8043896
PF3D7_1202400,tr|C9JN15|C9JN15_HUMAN,52.809,178,226,80,4,5.35E-53,171,4159.29292
PF3D7_1202500,sp|Q96RS0|TGS1_HUMAN,30.827,133,1079,81,5,3.54E-13,75.1,379.9806302
PF3D7_1202600,tr|G3V5V3|G3V5V3_HUMAN,40.686,408,2180,220,6,4.41E-86,306,761.4627523
PF3D7_1202900,tr|E7ES08|E7ES08_HUMAN,43.243,74,97,40,1,7.83E-13,61.6,3298.950515
PF3D7_1203000,sp|Q13415|ORC1_HUMAN,38.258,264,1189,147,6,4.39E-45,177,849.4627418
PF3D7_1203500,sp|Q86U90|YRDC_HUMAN,24.299,214,556,134,9,4.96E-08,55.5,935.2492806
PF3D7_1203600,sp|P53701|CCHL_HUMAN,33.333,192,184,108,5,2.99E-31,114,3478.226087
PF3D7_1203700,tr|F5H4R6|F5H4R6_HUMAN,31.9,279,347,142,5,4.44E-31,122,2564.870317
PF3D7_1203900,sp|Q9Y2X8|UB2D4_HUMAN,76.712,146,147,34,0,9.17E-84,243,7619.014966
PF3D7_1204300,sp|P63241|IF5A1_HUMAN,54.375,160,161,66,3,1.58E-58,180,5403.726708
PF3D7_1204600,sp|Q96EY9|ADAT3_HUMAN,23.123,333,326,197,14,3.55E-16,79.3,2361.950613
PF3D7_1205100,sp|Q9HD40|SPCS_HUMAN,38.381,383,578,230,3,3.35E-87,280,2543.239273
PF3D7_1205400,tr|A0A2R8Y7K3|A0A2R8Y7K3_HUMAN,30.435,115,1085,66,4,0.0000012,51.2,322.5829493
PF3D7_1205500,sp|Q9C037|TRIM4_HUMAN,56,50,1785,19,1,5.61E-11,68.2,156.8627451
PF3D7_1205600,tr|E9PRH9|E9PRH9_HUMAN,24.561,114,333,79,2,0.0000144,47,840.827027
PF3D7_1205700,sp|Q16775|GLO2_HUMAN,27.246,334,322,199,14,2.04E-39,141,2826.137888
PF3D7_1205800,tr|A0A0A0MRX7|A0A0A0MRX7_HUMAN,33.846,65,2284,43,0,0.0000129,51.6,96.32180385
PF3D7_1205900,sp|Q5TGY1|TMCO4_HUMAN,37.5,288,1082,169,7,2.34E-52,196,998.1515712
PF3D7_1206200,sp|Q99613|EIF3C_HUMAN,27.669,918,984,557,21,2.14E-92,315,2581.315244
PF3D7_1206300,sp|Q8N9W4|GG6L2_HUMAN,33.333,234,2760,123,6,5.36E-16,86.3,282.6058696
PF3D7_1206400,sp|Q16762|THTR_HUMAN,22.485,338,346,185,17,2.80E-16,79.3,2196.511561
PF3D7_1206500,sp|Q9P2W1|HOP2_HUMAN,27.638,199,651,131,5,8.60E-10,60.1,844.8482335
PF3D7_1206600,sp|Q9NW08|RPC2_HUMAN,54.172,803,1450,336,7,0,864,3000.008
PF3D7_1206700,tr|H0YN40|H0YN40_HUMAN,51.389,144,565,68,1,2.60E-46,162,1309.737345
PF3D7_1207000,tr|H7BY33|H7BY33_HUMAN,21.739,437,2612,269,17,9.04E-09,62,363.7037902
PF3D7_1207100,sp|Q9H501|ESF1_HUMAN,31.405,121,840,82,1,9.26E-13,73.2,452.3815476
PF3D7_1207600,sp|Q9H3H1|MOD5_HUMAN,29.695,394,601,216,11,2.99E-44,165,1946.727121
PF3D7_1208200,sp|Q8IWY4|SCUB1_HUMAN,26.974,152,3601,99,6,1.87E-09,65.1,113.8585948
PF3D7_1208300,sp|O14561|ACPM_HUMAN,29.268,123,157,77,3,7.11E-08,50.1,2292.970701
PF3D7_1208600,sp|P62072|TIM10_HUMAN,41.935,62,75,35,1,2.87E-13,59.7,3466.626667
PF3D7_1208900,sp|Q8NI37|PPTC7_HUMAN,24.561,342,1442,167,11,5.01E-08,57.4,582.5147018
PF3D7_1209000,sp|Q9BRP8|PYM1_HUMAN,57.576,33,167,14,0,0.0000214,43.9,1137.729341
PF3D7_1209200,sp|Q9UK45|LSM7_HUMAN,49,100,108,51,0,5.05E-31,106,4537.037037
PF3D7_1209300,sp|Q9NW07|ZN358_HUMAN,27.753,227,1461,141,10,1.24E-21,102,431.2067762
PF3D7_1209400,sp|O76071|CIAO1_HUMAN,31.013,158,792,77,3,3.36E-17,84.7,618.6936869
PF3D7_1209500,sp|O76083|PDE9A_HUMAN,28.483,323,892,213,5,5.30E-33,136,1031.391143
PF3D7_1209600,sp|P08397|HEM3_HUMAN,28.736,348,435,187,10,3.10E-34,132,2298.88
PF3D7_1209900,sp|Q9NRK6|ABCBA_HUMAN,27.29,513,855,327,13,9.65E-51,191,1637.4
PF3D7_1210400,tr|Q5T7U0|Q5T7U0_HUMAN,32.456,114,901,68,3,1.35E-14,75.1,410.6530522
PF3D7_1210900,sp|Q9H3S5|PIGM_HUMAN,37.101,407,441,228,7,1.38E-77,248,3424.060544
PF3D7_1211000,sp|P33176|KINH_HUMAN,34.67,424,1844,179,10,2.68E-56,214,797.1843818
PF3D7_1211300,sp|Q9UJA3|MCM8_HUMAN,36.229,472,1135,256,10,2.13E-74,265,1506.615683
PF3D7_1211400,sp|Q8WWF6|DNJB3_HUMAN,48,125,244,60,2,1.92E-29,108,2459.016393
PF3D7_1211600,sp|Q8N9W4|GG6L2_HUMAN,25.128,195,2961,122,8,1.59E-09,65.1,165.4832827
PF3D7_1211700,sp|P33992|MCM5_HUMAN,42.815,682,758,342,14,1.51E-168,504,3852.220317
PF3D7_1211800,sp|P0CG48|UBC_HUMAN,98.425,381,381,6,0,0,743,9842.5
PF3D7_1211900,tr|B4E2Q0|B4E2Q0_HUMAN,31.499,927,1264,469,21,1.26E-117,390,2310.092801
PF3D7_1212000,sp|P36969|GPX4_HUMAN,41.026,156,205,87,2,3.38E-34,121,3121.978537
PF3D7_1212300,sp|Q5VTH9|DNAI4_HUMAN,33.117,154,1251,98,3,2.65E-19,95.5,407.6752998
PF3D7_1212700,sp|Q14152|EIF3A_HUMAN,34.944,269,1377,145,8,1.17E-38,159,682.63878
PF3D7_1212800,sp|P21912|SDHB_HUMAN,59.919,247,321,98,1,6.64E-117,339,4610.58972
PF3D7_1212900,sp|Q92793|CBP_HUMAN,34.545,110,1088,70,2,2.92E-13,75.9,349.2601103
PF3D7_1213400,sp|Q8N653|LZTR1_HUMAN,23.232,297,576,179,15,4.02E-08,57.4,1197.9
PF3D7_1213500,sp|Q86V85|GP180_HUMAN,24.812,266,698,191,2,9.32E-16,81.3,945.5575931
PF3D7_1213600,sp|P63167|DYL1_HUMAN,78.495,93,93,16,1,2.89E-53,161,7849.5
PF3D7_1213700,tr|C9JLU1|C9JLU1_HUMAN,31.293,147,145,90,5,1.66E-17,74.7,3172.462759
PF3D7_1213800,sp|P07814|SYEP_HUMAN,51.969,508,746,232,5,9.11E-174,539,3538.907775
PF3D7_1213900,tr|A0A3B3IUF2|A0A3B3IUF2_HUMAN,27.136,199,1137,140,3,7.06E-17,85.1,474.9396658
PF3D7_1214100,tr|A0A8V8TPI0|A0A8V8TPI0_HUMAN,27.338,278,1373,171,4,1.40E-31,131,553.5297888
PF3D7_1214300,sp|P53611|PGTB2_HUMAN,32.155,283,433,132,10,2.00E-29,118,2101.58545
PF3D7_1214400,sp|Q9BV81|EMC6_HUMAN,26.667,105,120,77,0,5.44E-10,53.5,2333.3625
PF3D7_1214600,sp|Q6P4F2|FDX2_HUMAN,50,118,158,59,0,1.09E-40,135,3734.177215
PF3D7_1215000,sp|P30048|PRDX3_HUMAN,45.361,194,216,103,3,1.02E-57,183,4074.089815
PF3D7_1215100,tr|A0A7P0Z4G5|A0A7P0Z4G5_HUMAN,23.276,232,953,101,11,6.67E-14,75.5,566.6350472
PF3D7_1215200,sp|P62937|PPIA_HUMAN,39.13,161,280,92,2,5.09E-32,117,2249.975
PF3D7_1215300,sp|P61604|CH10_HUMAN,42.424,99,103,55,2,5.13E-19,75.9,4077.646602
PF3D7_1215500,sp|A6NNX1|RIAD1_HUMAN,39.13,46,69,26,1,0.0000223,39.3,2608.666667
PF3D7_1215800,sp|Q9H1X1|RSPH9_HUMAN,31.41,156,366,98,4,1.38E-15,77,1338.786885
PF3D7_1215900,sp|Q96K49|TM87B_HUMAN,22.973,370,655,254,12,1.16E-13,75.1,1297.71145
PF3D7_1216000,sp|Q9NP81|SYSM_HUMAN,24.576,472,618,318,12,1.02E-37,147,1877.001942
PF3D7_1216200,sp|Q8N335|GPD1L_HUMAN,41.834,349,367,196,3,1.22E-96,292,3978.219619
PF3D7_1216300,sp|P09132|SRP19_HUMAN,36.458,96,152,56,2,1.75E-13,64.3,2302.610526
PF3D7_1216900,sp|Q99543|DNJC2_HUMAN,33.871,248,939,108,5,1.13E-33,139,894.5695421
PF3D7_1217100,sp|Q9Y5K1|SPO11_HUMAN,31.602,231,307,150,6,5.32E-30,118,2377.870358
PF3D7_1217200,sp|Q9Y4C8|RBM19_HUMAN,26.795,571,1119,306,13,4.14E-59,221,1367.28731
PF3D7_1217300,tr|E9PGC8|E9PGC8_HUMAN,25,208,961,139,4,2.41E-09,62.8,541.1030177
PF3D7_1217600,sp|Q9UM13|APC10_HUMAN,32.075,159,298,87,4,3.21E-21,89.7,1711.384228
PF3D7_1217800,sp|Q96FX2|DPH3_HUMAN,51.613,62,80,30,0,1.52E-19,75.9,4000.0075
PF3D7_1217900,sp|Q6ICB0|DESI1_HUMAN,36.416,173,483,95,6,1.06E-33,125,1304.341201
PF3D7_1218000,tr|A0A804HJR2|A0A804HJR2_HUMAN,44.186,43,352,22,1,0.0000638,46.2,539.7721591
PF3D7_1218300,tr|A0A087WY71|A0A087WY71_HUMAN,22.684,626,621,286,15,2.54E-52,186,2286.66409
PF3D7_1218400,sp|Q9NQQ7|S35C2_HUMAN,24.068,295,478,200,9,8.41E-10,61.6,1485.368201
PF3D7_1218500,sp|O60313|OPA1_HUMAN,28.049,164,1061,96,7,0.0000281,49.3,433.5566447
PF3D7_1218600,sp|P54136|SYRC_HUMAN,36.379,602,590,348,11,6.48E-131,399,3711.891186
PF3D7_1219000,sp|Q9Y4D1|DAAM1_HUMAN,30.24,334,2974,200,11,4.72E-23,109,339.6153329
PF3D7_1219100,tr|A0A8V8TQ14|A0A8V8TQ14_HUMAN,34.843,1303,1997,633,25,0,751,2273.431597
PF3D7_1219600,sp|Q9Y2Q0|AT8A1_HUMAN,34.251,654,1555,347,12,2.47E-93,330,1440.524373
PF3D7_1219700,sp|Q96S96|PEBP4_HUMAN,31.532,111,190,63,3,1.59E-10,58.9,1842.132632
PF3D7_1219900,sp|Q96AT9|RPE_HUMAN,48.598,214,227,101,5,7.03E-65,201,4581.485463
PF3D7_1220100,sp|O60508|PRP17_HUMAN,35,540,618,298,11,1.50E-103,326,3058.252427
PF3D7_1220300,sp|Q5GLZ8|HERC4_HUMAN,24.762,210,2705,130,7,1.47E-09,65.1,192.2373383
PF3D7_1220400,sp|Q2TBE0|C19L2_HUMAN,28.629,248,519,159,7,3.96E-24,107,1368.013873
PF3D7_1220500,sp|Q9UJK0|TSR3_HUMAN,32.597,181,318,119,2,3.93E-42,149,1855.363836
PF3D7_1220900,sp|Q8N8U2|CDYL2_HUMAN,42,50,266,28,1,0.00000351,48.9,789.4736842
PF3D7_1221600,sp|Q53HC9|EIPR1_HUMAN,32.323,198,458,112,3,2.47E-25,108,1397.369869
PF3D7_1222000,sp|Q9Y3I0|RTCB_HUMAN,25.251,499,569,279,19,5.11E-26,112,2214.455009
PF3D7_1222300,sp|P14625|ENPL_HUMAN,38.57,783,821,418,11,9.94E-176,527,3678.478685
PF3D7_1222500,sp|Q7L8W6|DPH6_HUMAN,44.223,251,247,135,3,7.45E-70,216,4493.916194
PF3D7_1223100,sp|P10644|KAP0_HUMAN,41.463,287,441,155,5,7.51E-67,219,2698.385714
PF3D7_1223300,sp|P11388|TOP2A_HUMAN,29.897,194,1222,110,12,3.71E-11,68.9,474.6332242
PF3D7_1223400,sp|O43861|ATP9B_HUMAN,36.145,581,1618,350,6,2.37E-124,420,1297.913782
PF3D7_1223900,tr|X6RJ73|X6RJ73_HUMAN,37.374,99,227,62,0,1.96E-13,67,1629.967401
PF3D7_1224000,sp|P30793|GCH1_HUMAN,31.364,220,389,147,3,4.02E-34,127,1773.799486
PF3D7_1224300,tr|A0A7I2YQ90|A0A7I2YQ90_HUMAN,56.746,252,875,102,3,3.40E-93,306,1634.2848
PF3D7_1224400,sp|Q9Y5J1|UTP18_HUMAN,23.226,155,595,108,3,3.97E-10,63.5,605.0470588
PF3D7_1224500,sp|Q9Y294|ASF1A_HUMAN,38.323,167,273,99,2,1.78E-34,124,2344.300733
PF3D7_1224600,sp|P53701|CCHL_HUMAN,40,190,231,104,6,1.32E-45,153,3290.04329
PF3D7_1224900,sp|Q9Y3B4|SF3B6_HUMAN,67.89,109,106,30,1,1.19E-47,149,6981.141509
PF3D7_1225100,sp|Q9NSE4|SYIM_HUMAN,27.586,232,1696,104,6,8.47E-18,91.3,377.3556604
PF3D7_1225200,tr|F8VXC8|F8VXC8_HUMAN,25.191,131,1187,90,3,0.000000495,55.5,278.0135636
PF3D7_1225500,sp|Q92979|NEP1_HUMAN,30.357,168,443,96,6,8.25E-09,57,1151.236117
PF3D7_1225700,sp|Q08AM6|VAC14_HUMAN,35.124,242,1501,153,3,6.54E-39,158,566.2896736
PF3D7_1225800,sp|P22314|UBA1_HUMAN,35.147,1121,1140,600,24,0,655,3456.121667
PF3D7_1226600,sp|P12004|PCNA_HUMAN,34.444,270,264,157,5,1.22E-45,154,3522.681818
PF3D7_1226700,sp|O43818|U3IP2_HUMAN,21.951,328,636,217,10,2.91E-27,116,1132.064151
PF3D7_1226800,tr|G3V3R7|G3V3R7_HUMAN,25.796,314,381,178,12,1.79E-19,89.4,2125.969554
PF3D7_1227100,tr|A0A1X7SBZ2|A0A1X7SBZ2_HUMAN,47.484,318,742,159,3,2.97E-92,304,2035.028571
PF3D7_1227200,tr|A0A1W2PQZ4|A0A1W2PQZ4_HUMAN,28.218,202,1966,117,8,2.95E-08,58.9,289.9306205
PF3D7_1227400,tr|A0A9H4DBI9|A0A9H4DBI9_HUMAN,31.844,179,1172,120,1,1.66E-20,98.2,486.3546075
PF3D7_1227800,tr|B4DKA4|B4DKA4_HUMAN,31.675,382,1092,224,7,1.00E-52,193,1108.044872
PF3D7_1228100,tr|G5EA20|G5EA20_HUMAN,44.796,221,447,103,6,1.16E-44,161,2214.746309
PF3D7_1228300,sp|P51955|NEK2_HUMAN,38.816,304,1057,153,8,6.84E-56,201,1116.373132
PF3D7_1228400,sp|Q14152|EIF3A_HUMAN,26.286,175,1401,127,2,1.35E-11,70.9,328.3404711
PF3D7_1228600,tr|E9PGC8|E9PGC8_HUMAN,34.694,98,743,59,3,0.000021,49.3,457.6059219
PF3D7_1229100,sp|Q96J66|MRP8_HUMAN,29.461,241,2108,128,7,4.99E-16,85.9,336.8169355
PF3D7_1229400,sp|P14174|MIF_HUMAN,28.829,111,116,78,1,5.89E-11,56.2,2758.637069
PF3D7_1229500,sp|P49368|TCPG_HUMAN,54.423,520,542,236,1,0,603,5221.394834
PF3D7_1229800,tr|A0A5F9ZI03|A0A5F9ZI03_HUMAN,24.145,497,2274,305,10,1.60E-31,134,527.7073439
PF3D7_1229900,sp|Q8IY82|DRC7_HUMAN,21.857,517,690,337,16,7.75E-15,79.7,1637.691159
PF3D7_1230000,tr|E9PGE5|E9PGE5_HUMAN,29.008,131,2001,86,2,1.65E-12,73.6,189.9074463
PF3D7_1230600,sp|P46087|NOP2_HUMAN,27.508,309,376,195,5,6.12E-28,116,2260.630851
PF3D7_1230700,sp|P55735|SEC13_HUMAN,35.328,351,822,184,12,2.20E-53,189,1508.531387
PF3D7_1230800,sp|Q15007|FL2D_HUMAN,25.366,205,584,123,7,0.000000105,55.5,890.4160959
PF3D7_1230900,sp|Q9BRS2|RIOK1_HUMAN,39.726,292,937,161,6,2.10E-55,202,1237.992743
PF3D7_1231100,sp|P61019|RAB2A_HUMAN,76.064,188,213,44,1,3.82E-104,300,6713.630047
PF3D7_1231300,tr|A0A6Q8PGQ7|A0A6Q8PGQ7_HUMAN,34.058,138,952,77,4,1.55E-14,74.3,493.6978992
PF3D7_1231500,sp|P83876|TXN4A_HUMAN,77.698,139,139,31,0,2.69E-83,241,7769.8
PF3D7_1231600,tr|Q5SQH5|Q5SQH5_HUMAN,42.541,362,1168,194,6,4.56E-97,321,1318.479623
PF3D7_1232000,sp|O95363|SYFM_HUMAN,25.854,205,556,112,7,3.43E-15,79,953.25
PF3D7_1232100,sp|P10809|CH60_HUMAN,37.213,567,718,317,5,4.32E-126,387,2938.686769
PF3D7_1232200,sp|P09622|DLDH_HUMAN,37.897,504,512,279,9,1.22E-107,331,3730.485938
PF3D7_1232300,sp|P00167|CYB5_HUMAN,33.824,68,157,44,1,3.20E-10,55.8,1464.988535
PF3D7_1232400,tr|K7EJZ6|K7EJZ6_HUMAN,39.08,87,368,48,1,3.56E-16,77,923.9021739
PF3D7_1232900,tr|E9PKY2|E9PKY2_HUMAN,28.03,264,473,170,7,6.02E-24,106,1564.465116
PF3D7_1233000,sp|Q96RP9|EFGM_HUMAN,40.832,769,803,381,8,0,598,3910.312329
PF3D7_1233600,tr|H0Y3K2|H0Y3K2_HUMAN,34.454,119,5439,74,2,7.00E-14,80.1,75.38198198
PF3D7_1233900,sp|Q9P0U3|SENP1_HUMAN,37.209,215,1026,118,6,5.53E-37,149,779.7207602
PF3D7_1234100,tr|H7BY98|H7BY98_HUMAN,31.579,133,3896,78,3,0.00000723,52.8,107.8030544
PF3D7_1234300,sp|P56282|DPOE2_HUMAN,23.46,422,624,278,17,5.13E-21,97.8,1586.557692
PF3D7_1234800,sp|Q15393|SF3B3_HUMAN,44.921,886,1329,420,12,0,779,2994.733333
PF3D7_1235000,sp|Q9NWS0|PIHD1_HUMAN,25.926,162,451,113,3,3.57E-11,64.7,931.2665188
PF3D7_1235300,tr|A0A9L9PY79|A0A9L9PY79_HUMAN,49.231,130,1662,65,1,2.03E-37,142,385.0800241
PF3D7_1235400,sp|Q969S9|RRF2M_HUMAN,34.494,316,1161,167,7,1.01E-36,150,938.8547804
PF3D7_1235500,sp|Q9HCE5|MET14_HUMAN,41.689,367,646,170,10,2.98E-81,265,2368.399845
PF3D7_1235600,sp|P34897|GLYM_HUMAN,45.495,455,442,231,5,8.41E-141,413,4683.308824
PF3D7_1235700,sp|P06576|ATPB_HUMAN,75.84,476,535,107,1,0,723,6747.633645
PF3D7_1235900,sp|Q9HCS7|SYF1_HUMAN,26.908,498,1031,319,7,3.03E-66,241,1299.726867
PF3D7_1236100,sp|O95319|CELF2_HUMAN,43.86,114,445,62,2,6.31E-24,105,1123.604494
PF3D7_1236600,sp|Q9BW30|TPPP3_HUMAN,34.545,110,152,62,6,4.92E-08,50.4,2499.967105
PF3D7_1236700,sp|A6NJ78|MET15_HUMAN,26.765,340,508,175,9,8.27E-28,116,1791.358268
PF3D7_1236800,sp|O60725|ICMT_HUMAN,27.778,126,509,86,3,3.36E-10,62,687.6282908
PF3D7_1237000,sp|Q9UBT2|SAE2_HUMAN,29.248,612,686,314,14,2.50E-73,250,2609.296793
